Node,AlgoValue,MCValue(1million),Diff,MCValue(100thousand),Diff,MCValue(10thousand),Diff
718,0.9,0.900122,0.000122,0.86212,0.000379743,0.8686,0.00109
674,0.866391247,0.866271,0.000120247,0.862,0.000378175,0.8593,0.001089906
173,0.861621825,0.861742,0.000120175,0.67716,0.000377583,0.6887,0.001084931
711,0.9,0.89988,0.00012,0.85352,0.000375988,0.8568,0.001084576
744,0.729,0.72912,0.00012,0.83091,0.000374496,0.8518,0.001083878
368,0.823963841,0.824083,0.000119159,0.89963,0.00037,0.6757,0.001082417
804,0.9,0.899881,0.000119,0.89963,0.00037,0.8544,0.001071225
243,0.9,0.900118,0.000118,0.86714,0.00037,0.8628,0.001059743
822,0.9,0.900118,0.000118,0.8931,0.000369351,0.8543,0.001051479
599,0.9,0.900117,0.000117,0.86106,0.000365396,0.8543,0.001031888
975,0.861621825,0.861506,0.000115825,0.85608,0.000364576,0.8501,0.001031674
692,0.861740257,0.861856,0.000115743,0.85608,0.000364576,0.8606,0.001021825
468,0.86751,0.867625,0.000115,0.6943,0.000360319,0.6923,0.001019631
330,0.833628299,0.833743,0.000114701,0.69329,0.000358308,0.6922,0.001018883
2,0.892730649,0.892618,0.000112649,0.69014,0.000355069,0.6959,0.001015823
36,0.559270389,0.559158,0.000112389,0.83555,0.000353909,0.6908,0.001015069
237,0.9,0.899888,0.000112,0.89965,0.00035,0.8665,0.00101
388,0.835642187,0.835754,0.000111813,0.90035,0.00035,0.8422,0.0010069
739,0.855715424,0.855604,0.000111424,0.90035,0.00035,0.899,0.001
911,0.9,0.900111,0.000111,0.86786,0.00035,0.901,0.001
1037,0.9,0.899889,0.000111,0.83019,0.000345504,0.899,0.001
376,0.862509789,0.86262,0.000110211,0.86104,0.000345396,0.899,0.001
1016,0.86751,0.8674,0.00011,0.84426,0.000341686,0.901,0.001
901,0.83541729,0.835526,0.00010871,0.89416,0.0003331,0.901,0.001
789,0.9,0.899892,0.000108,0.67645,0.000332417,0.901,0.001
356,0.688812575,0.688705,0.000107575,0.69433,0.000330319,0.8685,0.00099
282,0.862509789,0.862617,0.000107211,0.89967,0.00033,0.8594,0.000989906
346,0.729,0.728893,0.000107,0.89967,0.00033,0.8948,0.0009731
514,0.540931748,0.540826,0.000105748,0.86784,0.00033,0.8554,0.000962235
459,0.854415412,0.854521,0.000105588,0.86783,0.00032,0.8627,0.000959743
1005,0.851494886,0.8516,0.000105114,0.89968,0.00032,0.6895,0.000957271
509,0.689784931,0.68968,0.000104931,0.89968,0.00032,0.6882,0.000940586
235,0.86751,0.867406,0.000104,0.89968,0.00032,0.8249,0.000936159
938,0.86751,0.867614,0.000104,0.85447,0.000314966,0.8528,0.000935578
17,0.852416384,0.85252,0.000103616,0.90031,0.00031,0.6898,0.000932571
506,0.853399629,0.853503,0.000103371,0.69006,0.000307969,0.8506,0.000930068
100,0.854419756,0.854523,0.000103244,0.85413,0.000307765,0.8607,0.000921825
812,0.8938269,0.89393,0.0001031,0.861,0.000305396,0.8607,0.000921825
431,0.9,0.899897,0.000103,0.85143,0.000301963,0.8502,0.000921135
398,0.9,0.900103,0.000103,0.8997,0.0003,0.6777,0.000917583
424,0.86751,0.867613,0.000103,0.9003,0.0003,0.8666,0.00091
704,0.9,0.900103,0.000103,0.85194,0.000298588,0.8666,0.00091
53,0.848468412,0.848571,0.000102588,0.89412,0.0002931,0.8666,0.00091
206,0.9,0.899898,0.000102,0.89244,0.000290649,0.8666,0.00091
217,0.861413538,0.861312,0.000101538,0.72871,0.00029,0.8616,0.000909789
545,0.857570721,0.857672,0.000101279,0.86722,0.00029,0.5604,0.000906617
983,0.9,0.900101,0.000101,0.89302,0.000289351,0.7281,0.0009
994,0.861603599,0.861704,0.000100401,0.85326,0.000289033,0.8991,0.0009
670,0.866391247,0.866491,9.98E-05,0.83334,0.000288299,0.9009,0.0009
794,0.86751,0.867609,9.90E-05,0.8501,0.000285895,0.9009,0.0009
559,0.689752031,0.689849,9.70E-05,0.85411,0.000285208,0.9009,0.0009
81,0.685489141,0.685586,9.69E-05,0.86202,0.000279743,0.9009,0.0009
434,0.9,0.899904,9.60E-05,0.8619,0.000278175,0.9009,0.0009
754,0.9,0.900096,9.60E-05,0.85299,0.000278112,0.8991,0.0009
517,0.84869978,0.848795,9.52E-05,0.84147,0.0002769,0.9009,0.0009
154,0.861740257,0.861835,9.47E-05,0.86188,0.000276401,0.9009,0.0009
127,0.690732571,0.690638,9.46E-05,0.85518,0.000273758,0.9009,0.0009
227,0.830535504,0.830441,9.45E-05,0.6844,0.000272634,0.8991,0.0009
293,0.9,0.900094,9.40E-05,0.86778,0.00027,0.9009,0.0009
382,0.9,0.900094,9.40E-05,0.90027,0.00027,0.8253,0.00089775
21,0.854395208,0.854302,9.32E-05,0.6724,0.000267194,0.8506,0.000894886
216,0.861413538,0.861321,9.25E-05,0.86043,0.000264604,0.8634,0.000890211
535,0.854395208,0.854303,9.22E-05,0.89974,0.00026,0.8684,0.00089
865,0.59049,0.590398,9.20E-05,0.89974,0.00026,0.8566,0.000884576
232,0.86751,0.867602,9.20E-05,0.89974,0.00026,0.6687,0.000883027
897,0.9,0.900091,9.10E-05,0.89974,0.00026,0.8947,0.0008731
593,0.676782417,0.676692,9.04E-05,0.89974,0.00026,0.8936,0.000869351
946,0.9,0.89991,9.00E-05,0.90026,0.00026,0.6938,0.000868308
230,0.729,0.72909,9.00E-05,0.85597,0.000254576,0.8626,0.000859743
537,0.690457271,0.690547,8.97E-05,0.89975,0.00025,0.854,0.000855988
563,0.9,0.900089,8.90E-05,0.90025,0.00025,0.8313,0.000846674
840,0.9,0.899911,8.90E-05,0.89975,0.00025,0.8526,0.000832554
116,0.851530068,0.851619,8.89E-05,0.90025,0.00025,0.8919,0.000830649
395,0.9,0.900088,8.80E-05,0.90025,0.00025,0.6914,0.000827731
3,0.892730649,0.892818,8.74E-05,0.85199,0.000248588,0.8608,0.000821825
452,0.9,0.900087,8.70E-05,0.85596,0.000244576,0.8606,0.000813538
646,0.892730649,0.892644,8.66E-05,0.67654,0.000242417,0.8667,0.00081
976,0.692076484,0.69199,8.65E-05,0.86138,0.000241825,0.8617,0.000809789
38,0.689784931,0.689871,8.61E-05,0.90024,0.00024,0.9008,0.0008
263,0.86751,0.867596,8.60E-05,0.90024,0.00024,0.8992,0.0008
987,0.69208285,0.691997,8.59E-05,0.68525,0.000239141,0.8992,0.0008
375,0.822869648,0.822784,8.56E-05,0.85548,0.000235424,0.8992,0.0008
702,0.9,0.899915,8.50E-05,0.86274,0.000230211,0.8525,0.000798513
910,0.9,0.900085,8.50E-05,0.89977,0.00023,0.8683,0.00079
290,0.9,0.900083,8.30E-05,0.90023,0.00023,0.8683,0.00079
785,0.9,0.900083,8.30E-05,0.86774,0.00023,0.8246,0.000785953
51,0.846282891,0.8462,8.29E-05,0.86197,0.000229743,0.8624,0.000778175
268,0.865408493,0.865326,8.25E-05,0.69128,0.000228783,0.6865,0.000759414
262,0.8938269,0.893745,8.19E-05,0.86185,0.000228175,0.8535,0.000743739
354,0.845961506,0.84588,8.15E-05,0.85164,0.00022765,0.688,0.000740586
58,0.687259414,0.687178,8.14E-05,0.69023,0.000227271,0.861,0.000740257
411,0.9,0.899919,8.10E-05,0.85352,0.000221487,0.8348,0.000733848
972,0.853268112,0.853349,8.09E-05,0.86029,0.000220413,0.6939,0.000732284
239,0.9,0.90008,8.00E-05,0.86152,0.000220257,0.8668,0.00071
1013,0.850888942,0.85081,7.89E-05,0.90022,0.00022,0.8668,0.00071
868,0.845961506,0.845884,7.75E-05,0.89978,0.00022,0.8668,0.00071
930,0.86751,0.867587,7.70E-05,0.89978,0.00022,0.8668,0.00071
269,0.855715424,0.855792,7.66E-05,0.86196,0.000219743,0.8541,0.000700371
894,0.862509789,0.862586,7.62E-05,0.89295,0.000219351,0.8993,0.0007
878,0.68522882,0.685305,7.62E-05,0.8511,0.000211058,0.9007,0.0007
780,0.855715424,0.855791,7.56E-05,0.8673,0.00021,0.9007,0.0007
297,0.8938269,0.893902,7.51E-05,0.86772,0.00021,0.9007,0.0007
642,0.9,0.899925,7.50E-05,0.90021,0.00021,0.9007,0.0007
43,0.694632284,0.694558,7.43E-05,0.90021,0.00021,0.9007,0.0007
177,0.861740257,0.861666,7.43E-05,0.90021,0.00021,0.9007,0.0007
490,0.85101991,0.850946,7.39E-05,0.85778,0.000209279,0.9007,0.0007
691,0.861740257,0.861814,7.37E-05,0.85481,0.000207863,0.9007,0.0007
111,0.559493383,0.55942,7.34E-05,0.89403,0.0002031,0.8661,0.000691507
313,0.9,0.90007,7.00E-05,0.68725,0.000201563,0.8621,0.000686462
747,0.729,0.72907,7.00E-05,0.85527,0.000201225,0.8623,0.000678175
596,0.685489141,0.685559,6.99E-05,0.86271,0.000200211,0.8945,0.0006731
162,0.865408493,0.865478,6.95E-05,0.9002,0.0002,0.822,0.000655634
184,0.861740257,0.861671,6.93E-05,0.86231,0.000199789,0.8509,0.000645717
937,0.86751,0.867579,6.90E-05,0.86194,0.000199743,0.8611,0.000640257
20,0.852591793,0.85266,6.82E-05,0.85987,0.000199587,0.6953,0.000639681
159,0.866391247,0.866324,6.72E-05,0.85167,0.00019765,0.8516,0.000638588
11,0.862509789,0.862443,6.68E-05,0.82377,0.000193841,0.8531,0.000635578
1006,0.861603599,0.861537,6.66E-05,0.86025,0.000190863,0.8491,0.000631588
93,0.851654234,0.851588,6.62E-05,0.72881,0.00019,0.8561,0.000628775
703,0.9,0.899934,6.60E-05,0.89981,0.00019,0.6918,0.000618883
813,0.86751,0.867576,6.60E-05,0.89981,0.00019,0.8608,0.000613538
499,0.850888942,0.850823,6.59E-05,0.89981,0.00019,0.5612,0.000612891
547,0.559270389,0.559335,6.46E-05,0.90019,0.00019,0.8669,0.00061
405,0.9,0.900064,6.40E-05,0.86732,0.00019,0.8994,0.0006
285,0.862509789,0.862446,6.38E-05,0.86732,0.00019,0.8994,0.0006
41,0.694632284,0.694569,6.33E-05,0.68707,0.000189414,0.8994,0.0006
803,0.9,0.899937,6.30E-05,0.82415,0.000186159,0.7296,0.0006
261,0.8938269,0.893764,6.29E-05,0.86156,0.000180257,0.9006,0.0006
879,0.9,0.899938,6.20E-05,0.86769,0.00018,0.8631,0.000590211
355,0.697913679,0.697975,6.13E-05,0.90018,0.00018,0.6892,0.000584931
311,0.9,0.899939,6.10E-05,0.86769,0.00018,0.8622,0.000578175
483,0.690313256,0.690374,6.07E-05,0.68733,0.000178192,0.6937,0.000570506
1030,0.824465398,0.824526,6.06E-05,0.8553,0.000171225,0.8595,0.000569587
523,0.9,0.90006,6.00E-05,0.86268,0.000170211,0.8933,0.000569351
810,0.86751,0.86745,6.00E-05,0.86734,0.00017,0.6758,0.000561078
974,0.691147171,0.691207,5.98E-05,0.89983,0.00017,0.8623,0.000559743
528,0.851586335,0.851527,5.93E-05,0.89983,0.00017,0.793,0.000559511
380,0.862509789,0.862569,5.92E-05,0.89983,0.00017,0.6867,0.000559414
401,0.9,0.899942,5.80E-05,0.89983,0.00017,0.6952,0.000539681
602,0.848667181,0.84861,5.72E-05,0.86191,0.000169743,0.8228,0.000532578
600,0.68983993,0.689897,5.71E-05,0.86179,0.000168175,0.8228,0.000532578
399,0.9,0.899944,5.60E-05,0.85477,0.000167863,0.8933,0.0005269
157,0.866391247,0.866447,5.58E-05,0.8243,0.000165398,0.8552,0.000515424
307,0.9,0.900055,5.50E-05,0.69015,0.000163256,0.867,0.00051
143,0.861740257,0.861795,5.47E-05,0.89257,0.000160649,0.862,0.000509789
978,0.861621825,0.861676,5.42E-05,0.85658,0.000160046,0.861,0.0005048
808,0.8938269,0.893881,5.41E-05,0.86767,0.00016,0.7285,0.0005
196,0.9,0.900054,5.40E-05,0.89984,0.00016,0.8995,0.0005
108,0.8604952,0.860442,5.32E-05,0.89984,0.00016,0.8995,0.0005
419,0.86751,0.867457,5.30E-05,0.85426,0.000159756,0.9005,0.0005
980,0.854419756,0.854471,5.12E-05,0.85563,0.000158775,0.863,0.000490211
820,0.9,0.900051,5.10E-05,0.86178,0.000158175,0.863,0.000490211
928,0.9,0.900051,5.10E-05,0.85459,0.000152235,0.6908,0.000486744
134,0.861740257,0.861791,5.07E-05,0.84581,0.000151506,0.6763,0.000482417
165,0.865408493,0.865459,5.05E-05,0.86266,0.000150211,0.8621,0.000478175
909,0.9,0.90005,5.00E-05,0.90015,0.00015,0.8514,0.00046765
985,0.853310021,0.85336,5.00E-05,0.89985,0.00015,0.8527,0.000444012
192,0.9,0.899951,4.90E-05,0.89985,0.00015,0.6748,0.000438922
309,0.9,0.899951,4.90E-05,0.89985,0.00015,0.8244,0.000436159
152,0.861740257,0.861789,4.87E-05,0.89985,0.00015,0.8301,0.000435504
507,0.693129494,0.693081,4.85E-05,0.85427,0.000149756,0.5597,0.000429611
861,0.7026831,0.702635,4.81E-05,0.85533,0.000141225,0.8559,0.000428775
677,0.865408493,0.865362,4.65E-05,0.85696,0.000140586,0.8934,0.0004269
208,0.86751,0.867556,4.60E-05,0.55913,0.000140389,0.8612,0.000421825
710,0.9,0.900046,4.60E-05,0.89986,0.00014,0.8553,0.000415424
801,0.862509789,0.862464,4.58E-05,0.89986,0.00014,0.6859,0.000410859
186,0.861740257,0.861786,4.57E-05,0.90014,0.00014,0.8671,0.00041
374,0.862509789,0.862555,4.52E-05,0.90014,0.00014,0.8671,0.00041
753,0.9,0.899955,4.50E-05,0.86765,0.00014,0.8671,0.00041
210,0.86751,0.867465,4.50E-05,0.6948,0.000139681,0.8671,0.00041
211,0.86751,0.867465,4.50E-05,0.84642,0.000137109,0.8621,0.000409789
321,0.855471225,0.855516,4.48E-05,0.85585,0.000134576,0.8355,0.000403909
667,0.861740257,0.861696,4.43E-05,0.85358,0.000134547,0.8996,0.0004
585,0.556680125,0.556636,4.41E-05,0.89396,0.0001331,0.8996,0.0004
56,0.85367029,0.853712,4.17E-05,0.85346,0.000130229,0.8996,0.0004
45,0.689752031,0.689711,4.10E-05,0.89987,0.00013,0.8996,0.0004
187,0.9,0.90004,4.00E-05,0.72913,0.00013,0.8996,0.0004
409,0.9,0.90004,4.00E-05,0.83066,0.000124496,0.9004,0.0004
357,0.861621825,0.861582,3.98E-05,0.89395,0.0001231,0.9004,0.0004
944,0.9,0.900039,3.90E-05,0.85367,0.000120967,0.9004,0.0004
885,0.851127271,0.851166,3.87E-05,0.69813,0.000120392,0.866,0.000391247
480,0.861603599,0.861565,3.86E-05,0.86263,0.000120211,0.6984,0.000390392
690,0.861740257,0.861702,3.83E-05,0.90012,0.00012,0.8629,0.000390211
392,0.9,0.899962,3.80E-05,0.89988,0.00012,0.8679,0.00039
960,0.9,0.900038,3.80E-05,0.89988,0.00012,0.6764,0.000382417
965,0.9,0.899962,3.80E-05,0.86186,0.000119743,0.862,0.000378175
351,0.59049,0.590527,3.70E-05,0.83057,0.000116674,0.8942,0.0003731
548,0.689408119,0.689372,3.61E-05,0.84866,0.000115546,0.8621,0.000359743
212,0.86751,0.867474,3.60E-05,0.85253,0.000113616,0.8597,0.000359137
771,0.9,0.899964,3.60E-05,0.89262,0.000110649,0.6909,0.000353699
726,0.86751,0.867476,3.40E-05,0.55916,0.000110389,0.6894,0.000352031
115,0.559493383,0.559527,3.36E-05,0.55916,0.000110389,0.6904,0.000332571
188,0.9,0.899967,3.30E-05,0.86262,0.000110211,0.8333,0.000328299
248,0.9,0.900033,3.30E-05,0.89989,0.00011,0.8541,0.000319756
733,0.8938269,0.893794,3.29E-05,0.86762,0.00011,0.8672,0.00031
149,0.892730649,0.892762,3.14E-05,0.86762,0.00011,0.8667,0.000308753
752,0.9,0.900031,3.10E-05,0.86762,0.00011,0.849,0.00030022
1010,0.854424603,0.854394,3.06E-05,0.8624,0.000109789,0.8997,0.0003
304,0.86751,0.86748,3.00E-05,0.86164,0.000100257,0.8997,0.0003
339,0.861621825,0.861651,2.92E-05,0.9001,1.00E-04,0.9003,0.0003
964,0.835908223,0.835937,2.88E-05,0.8999,1.00E-04,0.9003,0.0003
22,0.690457271,0.690486,2.87E-05,0.8999,1.00E-04,0.9003,0.0003
456,0.9,0.900028,2.80E-05,0.8999,1.00E-04,0.8997,0.0003
394,0.9,0.900027,2.70E-05,0.68974,9.99E-05,0.9003,0.0003
802,0.9,0.899973,2.70E-05,0.8532,9.85E-05,0.9003,0.0003
604,0.830535504,0.830509,2.65E-05,0.89373,9.69E-05,0.9003,0.0003
414,0.9,0.899974,2.60E-05,0.8676,9.00E-05,0.8549,0.000297863
105,0.853329771,0.853304,2.58E-05,0.8676,9.00E-05,0.8678,0.00029
402,0.9,0.900025,2.50E-05,0.85318,8.81E-05,0.8678,0.00029
220,0.8938269,0.893802,2.49E-05,0.89374,8.69E-05,0.8571,0.000280586
784,0.9,0.899976,2.40E-05,0.85537,8.38E-05,0.8619,0.000278175
601,0.861621825,0.861598,2.38E-05,0.6679,8.30E-05,0.8941,0.0002731
255,0.9,0.899977,2.30E-05,0.86166,8.03E-05,0.6949,0.000267716
698,0.861740257,0.861763,2.27E-05,0.89992,8.00E-05,0.6949,0.000267716
898,0.9,0.900022,2.20E-05,0.86743,8.00E-05,0.862,0.000259743
536,0.690457271,0.690436,2.13E-05,0.90008,8.00E-05,0.862,0.000259743
251,0.9,0.90002,2.00E-05,0.86243,7.98E-05,0.8532,0.000254589
760,0.9,0.900019,1.90E-05,0.85434,7.98E-05,0.8552,0.000253758
858,0.854419756,0.854401,1.88E-05,0.86548,7.15E-05,0.8623,0.000209789
163,0.865408493,0.865427,1.85E-05,0.86167,7.03E-05,0.8998,0.0002
256,0.9,0.899982,1.80E-05,0.90007,7.00E-05,0.9002,0.0002
448,0.9,0.899982,1.80E-05,0.90007,7.00E-05,0.9002,0.0002
175,0.861740257,0.861758,1.77E-05,0.90007,7.00E-05,0.9002,0.0002
29,0.860491422,0.860474,1.74E-05,0.69154,6.71E-05,0.9002,0.0002
85,0.9,0.899983,1.70E-05,0.55943,6.34E-05,0.9002,0.0002
931,0.86751,0.867493,1.70E-05,0.89389,6.31E-05,0.9002,0.0002
136,0.892730649,0.892714,1.66E-05,0.89389,6.31E-05,0.8361,0.000191777
759,0.9,0.900016,1.60E-05,0.86156,6.18E-05,0.7025,0.0001831
315,0.855453758,0.855438,1.58E-05,0.86757,6.00E-05,0.8553,0.000171225
943,0.694660319,0.694676,1.57E-05,0.86745,6.00E-05,0.8619,0.000159743
731,0.861413538,0.861398,1.55E-05,0.86018,5.95E-05,0.8517,0.000154283
432,0.9,0.899985,1.50E-05,0.85687,5.06E-05,0.8537,0.000150967
961,0.9,0.900015,1.50E-05,0.55663,5.01E-05,0.8306,0.000146674
125,0.691280369,0.691266,1.44E-05,0.86756,5.00E-05,0.8518,0.000145766
588,0.688812575,0.688826,1.34E-05,0.86746,5.00E-05,0.8616,0.000140257
278,0.86751,0.867497,1.30E-05,0.85679,5.00E-05,0.8566,0.000140046
871,0.861621825,0.861609,1.28E-05,0.86165,4.64E-05,0.8577,0.000129279
695,0.861740257,0.861753,1.27E-05,0.85435,4.52E-05,0.8937,0.0001269
614,0.854419756,0.854432,1.22E-05,0.82451,4.46E-05,0.8674,0.00011
209,0.86751,0.867498,1.20E-05,0.90004,4.00E-05,0.8674,0.00011
722,0.86751,0.867498,1.20E-05,0.85678,4.00E-05,0.8624,0.000109789
66,0.853714547,0.853726,1.15E-05,0.69151,3.96E-05,0.9001,1.00E-04
292,0.9,0.899989,1.10E-05,0.86537,3.85E-05,0.9001,1.00E-04
306,0.9,0.899989,1.10E-05,0.6972,3.74E-05,0.9001,1.00E-04
790,0.86751,0.867521,1.10E-05,0.86157,3.36E-05,0.8999,1.00E-04
463,0.861621825,0.861611,1.08E-05,0.90003,3.00E-05,0.8999,1.00E-04
132,0.892730649,0.89272,1.06E-05,0.86754,3.00E-05,0.9001,1.00E-04
259,0.8938269,0.893817,9.90E-06,0.90003,3.00E-05,0.8999,1.00E-04
99,0.854437765,0.854428,9.76E-06,0.8511,2.73E-05,0.9001,1.00E-04
176,0.861740257,0.86175,9.74E-06,0.68976,2.49E-05,0.9001,1.00E-04
62,0.85186765,0.851877,9.35E-06,0.85147,2.49E-05,0.8999,1.00E-04
205,0.9,0.900009,9.00E-06,0.86753,2.00E-05,0.8999,1.00E-04
201,0.9,0.899993,7.00E-06,0.90002,2.00E-05,0.8999,1.00E-04
595,0.685489141,0.685496,6.86E-06,0.90002,2.00E-05,0.9001,1.00E-04
902,0.835642187,0.835649,6.81E-06,0.90002,2.00E-05,0.9001,1.00E-04
371,0.851127271,0.851121,6.27E-06,0.90002,2.00E-05,0.836,9.61E-05
989,0.852883878,0.85289,6.12E-06,0.86176,1.97E-05,0.6981,9.04E-05
404,0.9,0.899994,6.00E-06,0.69468,1.97E-05,0.8545,8.02E-05
418,0.86751,0.867515,5.00E-06,0.85345,1.74E-05,0.8512,7.20E-05
777,0.86751,0.867515,5.00E-06,0.83052,1.55E-05,0.6947,3.97E-05
526,0.729,0.729005,5.00E-06,0.8557,1.54E-05,0.8245,3.46E-05
963,0.835903909,0.835899,4.91E-06,0.8516,1.37E-05,0.8544,1.98E-05
225,0.855715424,0.855711,4.42E-06,0.82439,1.23E-05,0.8544,1.98E-05
298,0.8938269,0.893823,3.90E-06,0.68974,1.20E-05,0.6898,1.51E-05
340,0.861621825,0.86162,1.83E-06,0.89999,1.00E-05,0.8675,1.00E-05
941,0.694632284,0.694634,1.72E-06,0.89999,1.00E-05,0.8675,1.00E-05
65,0.860120503,0.860119,1.50E-06,0.89999,1.00E-05,0.8654,8.49E-06
457,0.9,0.900001,1.00E-06,0.86175,9.74E-06,0.8544,4.79E-06
770,0.9,0.900001,1.00E-06,0.85368,9.71E-06,0.729,1.11E-16
996,0.560587109,0.560588,8.91E-07,0.8616,3.60E-06,0.9,0
110,0.857605333,0.857605,3.33E-07,0.86751,0,0.9,0
